# file...... output/1b_IEEE_123_feeder_0_swing_node.csv
# date...... Fri Nov 10 15:40:01 2023
# user...... hard312
# host...... (null)
# target.... substation 3
# trigger... (none)
# interval.. 60
# limit..... 0
# timestamp,positive_sequence_voltage,distribution_load
2013-08-28 06:22:00 PST,+142771+0j,+2.91081e+06+958018j
2013-08-28 06:23:00 PST,+142771+0j,+2.91299e+06+958730j
2013-08-28 06:24:00 PST,+142771+0j,+2.9148e+06+959218j
2013-08-28 06:25:00 PST,+142771+0j,+2.91699e+06+959915j
2013-08-28 06:26:00 PST,+142765+0j,+2.91945e+06+960782j
2013-08-28 06:27:00 PST,+142765+0j,+2.91171e+06+958294j
2013-08-28 06:28:00 PST,+142765+0j,+2.9028e+06+955356j
2013-08-28 06:29:00 PST,+142765+0j,+2.89429e+06+952605j
2013-08-28 06:30:00 PST,+142765+0j,+2.88611e+06+950084j
2013-08-28 06:31:00 PST,+142817+0j,+2.8785e+06+947763j
2013-08-28 06:32:00 PST,+142817+0j,+2.8882e+06+950784j
2013-08-28 06:33:00 PST,+142817+0j,+2.89828e+06+953840j
2013-08-28 06:34:00 PST,+142817+0j,+2.91047e+06+957839j
2013-08-28 06:35:00 PST,+142817+0j,+2.92408e+06+962388j
2013-08-28 06:36:00 PST,+142804+0j,+2.9353e+06+965875j
2013-08-28 06:37:00 PST,+142804+0j,+2.93439e+06+965574j
2013-08-28 06:38:00 PST,+142804+0j,+2.93243e+06+965040j
2013-08-28 06:39:00 PST,+142804+0j,+2.93008e+06+964290j
2013-08-28 06:40:00 PST,+142804+0j,+2.92735e+06+963322j
2013-08-28 06:41:00 PST,+142790+0j,+2.92475e+06+962439j
2013-08-28 06:42:00 PST,+142790+0j,+2.92831e+06+963684j
2013-08-28 06:43:00 PST,+142790+0j,+2.9322e+06+964951j
2013-08-28 06:44:00 PST,+142790+0j,+2.93572e+06+965982j
2013-08-28 06:45:00 PST,+142790+0j,+2.93962e+06+967234j
2013-08-28 06:46:00 PST,+142870+0j,+2.94541e+06+969354j
2013-08-28 06:47:00 PST,+142870+0j,+2.93643e+06+964616j
2013-08-28 06:48:00 PST,+142870+0j,+2.94914e+06+969223j
2013-08-28 06:49:00 PST,+142870+0j,+2.95974e+06+972822j
2013-08-28 06:50:00 PST,+142870+0j,+2.96778e+06+975321j
2013-08-28 06:51:00 PST,+142853+0j,+2.9759e+06+977916j
2013-08-28 06:52:00 PST,+142853+0j,+2.9718e+06+976684j
2013-08-28 06:53:00 PST,+142853+0j,+2.96513e+06+974522j
2013-08-28 06:54:00 PST,+142853+0j,+2.95805e+06+972140j
2013-08-28 06:55:00 PST,+142853+0j,+2.95139e+06+969967j
2013-08-28 06:56:00 PST,+142852+0j,+2.94508e+06+968037j
2013-08-28 06:57:00 PST,+142852+0j,+2.95205e+06+970312j
2013-08-28 06:58:00 PST,+142852+0j,+2.96119e+06+973153j
2013-08-28 06:59:00 PST,+142852+0j,+2.97071e+06+976239j
2013-08-28 07:00:00 PST,+142852+0j,+2.98065e+06+979548j
2013-08-28 07:01:00 PST,+142856+0j,+2.99024e+06+982695j
2013-08-28 07:02:00 PST,+142856+0j,+3.00563e+06+987562j
2013-08-28 07:03:00 PST,+142856+0j,+3.02469e+06+993913j
2013-08-28 07:04:00 PST,+142856+0j,+3.04222e+06+999739j
2013-08-28 07:05:00 PST,+142856+0j,+3.05726e+06+1.00449e+06j
2013-08-28 07:06:00 PST,+142812+0j,+3.07543e+06+1.01054e+06j
2013-08-28 07:07:00 PST,+142812+0j,+3.07378e+06+1.01017e+06j
2013-08-28 07:08:00 PST,+142812+0j,+3.06331e+06+1.00655e+06j
2013-08-28 07:09:00 PST,+142812+0j,+3.05284e+06+1.00297e+06j
2013-08-28 07:10:00 PST,+142812+0j,+3.04641e+06+1.00107e+06j
2013-08-28 07:11:00 PST,+142803+0j,+3.0398e+06+999059j
2013-08-28 07:12:00 PST,+142803+0j,+3.03664e+06+997828j
2013-08-28 07:13:00 PST,+142803+0j,+3.03523e+06+997208j
2013-08-28 07:14:00 PST,+142803+0j,+3.03782e+06+998249j
2013-08-28 07:15:00 PST,+142803+0j,+3.04044e+06+999266j
2013-08-28 07:16:00 PST,+142808+0j,+3.03918e+06+998667j
2013-08-28 07:17:00 PST,+142808+0j,+3.04008e+06+998799j
2013-08-28 07:18:00 PST,+142808+0j,+3.04561e+06+1.0008e+06j
2013-08-28 07:19:00 PST,+142808+0j,+3.05118e+06+1.00278e+06j
2013-08-28 07:20:00 PST,+142808+0j,+3.05273e+06+1.00309e+06j
2013-08-28 07:21:00 PST,+142800+0j,+3.05407e+06+1.00335e+06j
2013-08-28 07:22:00 PST,+142800+0j,+3.06569e+06+1.00734e+06j
2013-08-28 07:23:00 PST,+142800+0j,+3.07916e+06+1.0119e+06j
2013-08-28 07:24:00 PST,+142800+0j,+3.08851e+06+1.01477e+06j
2013-08-28 07:25:00 PST,+142800+0j,+3.10033e+06+1.01881e+06j
2013-08-28 07:26:00 PST,+142772+0j,+3.1132e+06+1.02318e+06j
2013-08-28 07:27:00 PST,+142772+0j,+3.11788e+06+1.02455e+06j
2013-08-28 07:28:00 PST,+142772+0j,+3.11892e+06+1.02469e+06j
2013-08-28 07:29:00 PST,+142772+0j,+3.12249e+06+1.02603e+06j
2013-08-28 07:30:00 PST,+142772+0j,+3.12774e+06+1.02796e+06j
2013-08-28 07:31:00 PST,+142726+0j,+3.12945e+06+1.02827e+06j
2013-08-28 07:32:00 PST,+142726+0j,+3.12234e+06+1.02573e+06j
2013-08-28 07:33:00 PST,+142726+0j,+3.11501e+06+1.02349e+06j
2013-08-28 07:34:00 PST,+142726+0j,+3.10931e+06+1.02182e+06j
2013-08-28 07:35:00 PST,+142726+0j,+3.10109e+06+1.01896e+06j
2013-08-28 07:36:00 PST,+142736+0j,+3.09145e+06+1.01562e+06j
2013-08-28 07:37:00 PST,+142736+0j,+3.10571e+06+1.02045e+06j
2013-08-28 07:38:00 PST,+142736+0j,+3.12956e+06+1.02849e+06j
2013-08-28 07:39:00 PST,+142736+0j,+3.15085e+06+1.03533e+06j
2013-08-28 07:40:00 PST,+142736+0j,+3.17039e+06+1.04157e+06j
2013-08-28 07:41:00 PST,+142708+0j,+3.19192e+06+1.04881e+06j
2013-08-28 07:42:00 PST,+142708+0j,+3.19442e+06+1.04983e+06j
2013-08-28 07:43:00 PST,+142708+0j,+3.1854e+06+1.04667e+06j
2013-08-28 07:44:00 PST,+142708+0j,+3.17466e+06+1.04292e+06j
2013-08-28 07:45:00 PST,+142708+0j,+3.16657e+06+1.04043e+06j
2013-08-28 07:46:00 PST,+142690+0j,+3.1598e+06+1.03837e+06j
2013-08-28 07:47:00 PST,+142690+0j,+3.16652e+06+1.0404e+06j
2013-08-28 07:48:00 PST,+142690+0j,+3.17812e+06+1.04403e+06j
2013-08-28 07:49:00 PST,+142690+0j,+3.19234e+06+1.04891e+06j
2013-08-28 07:50:00 PST,+142690+0j,+3.20833e+06+1.0544e+06j
2013-08-28 07:51:00 PST,+142676+0j,+3.2213e+06+1.0585e+06j
2013-08-28 07:52:00 PST,+142676+0j,+3.2237e+06+1.05929e+06j
2013-08-28 07:53:00 PST,+142676+0j,+3.22378e+06+1.05966e+06j
2013-08-28 07:54:00 PST,+142676+0j,+3.22106e+06+1.05876e+06j
2013-08-28 07:55:00 PST,+142676+0j,+3.2133e+06+1.05566e+06j
2013-08-28 07:56:00 PST,+142658+0j,+3.21019e+06+1.05458e+06j
2013-08-28 07:57:00 PST,+142658+0j,+3.21826e+06+1.0578e+06j
2013-08-28 07:58:00 PST,+142658+0j,+3.22405e+06+1.05974e+06j
2013-08-28 07:59:00 PST,+142658+0j,+3.22706e+06+1.06038e+06j
2013-08-28 08:00:00 PST,+142658+0j,+3.23285e+06+1.0623e+06j
2013-08-28 08:01:00 PST,+142613+0j,+3.24043e+06+1.06508e+06j
2013-08-28 08:02:00 PST,+142613+0j,+3.2489e+06+1.06792e+06j
2013-08-28 08:03:00 PST,+142613+0j,+3.25918e+06+1.07133e+06j
2013-08-28 08:04:00 PST,+142613+0j,+3.26903e+06+1.07462e+06j
2013-08-28 08:05:00 PST,+142613+0j,+3.27888e+06+1.07791e+06j
2013-08-28 08:06:00 PST,+142584+0j,+3.28804e+06+1.08091e+06j
2013-08-28 08:07:00 PST,+142584+0j,+3.28898e+06+1.08121e+06j
2013-08-28 08:08:00 PST,+142584+0j,+3.28505e+06+1.07989e+06j
2013-08-28 08:09:00 PST,+142584+0j,+3.28113e+06+1.07858e+06j
2013-08-28 08:10:00 PST,+142584+0j,+3.2772e+06+1.07727e+06j
2013-08-28 08:11:00 PST,+142576+0j,+3.27307e+06+1.07588e+06j
2013-08-28 08:12:00 PST,+142576+0j,+3.2802e+06+1.07828e+06j
2013-08-28 08:13:00 PST,+142576+0j,+3.2937e+06+1.0828e+06j
2013-08-28 08:14:00 PST,+142576+0j,+3.3072e+06+1.08731e+06j
2013-08-28 08:15:00 PST,+142576+0j,+3.32321e+06+1.0928e+06j
2013-08-28 08:16:00 PST,+142532+0j,+3.33869e+06+1.09828e+06j
2013-08-28 08:17:00 PST,+142532+0j,+3.35029e+06+1.10203e+06j
2013-08-28 08:18:00 PST,+142532+0j,+3.3617e+06+1.10549e+06j
2013-08-28 08:19:00 PST,+142532+0j,+3.37875e+06+1.11138e+06j
2013-08-28 08:20:00 PST,+142532+0j,+3.39636e+06+1.11768e+06j
2013-08-28 08:21:00 PST,+142485+0j,+3.40701e+06+1.12106e+06j
2013-08-28 08:22:00 PST,+142485+0j,+3.41735e+06+1.12434e+06j
2013-08-28 08:23:00 PST,+142485+0j,+3.42868e+06+1.12832e+06j
2013-08-28 08:24:00 PST,+142485+0j,+3.43797e+06+1.13168e+06j
2013-08-28 08:25:00 PST,+142485+0j,+3.44394e+06+1.13355e+06j
2013-08-28 08:26:00 PST,+142447+0j,+3.45099e+06+1.13567e+06j
2013-08-28 08:27:00 PST,+142447+0j,+3.45435e+06+1.13696e+06j
2013-08-28 08:28:00 PST,+142447+0j,+3.4501e+06+1.13574e+06j
2013-08-28 08:29:00 PST,+142447+0j,+3.44252e+06+1.13302e+06j
2013-08-28 08:30:00 PST,+142447+0j,+3.43704e+06+1.13095e+06j
2013-08-28 08:31:00 PST,+142296+0j,+3.431e+06+1.12884e+06j
2013-08-28 08:32:00 PST,+142296+0j,+3.43639e+06+1.13088e+06j
2013-08-28 08:33:00 PST,+142296+0j,+3.44547e+06+1.13381e+06j
2013-08-28 08:34:00 PST,+142296+0j,+3.45988e+06+1.13886e+06j
2013-08-28 08:35:00 PST,+142296+0j,+3.4744e+06+1.14395e+06j
2013-08-28 08:36:00 PST,+142282+0j,+3.48315e+06+1.14675e+06j
2013-08-28 08:37:00 PST,+142282+0j,+3.48602e+06+1.14774e+06j
2013-08-28 08:38:00 PST,+142282+0j,+3.48472e+06+1.14745e+06j
2013-08-28 08:39:00 PST,+142282+0j,+3.48074e+06+1.14608e+06j
2013-08-28 08:40:00 PST,+142282+0j,+3.47408e+06+1.14367e+06j
2013-08-28 08:41:00 PST,+142266+0j,+3.46967e+06+1.14213e+06j
2013-08-28 08:42:00 PST,+142266+0j,+3.47202e+06+1.14311e+06j
2013-08-28 08:43:00 PST,+142266+0j,+3.47474e+06+1.14404e+06j
2013-08-28 08:44:00 PST,+142266+0j,+3.47479e+06+1.14388e+06j
2013-08-28 08:45:00 PST,+142266+0j,+3.4775e+06+1.14481e+06j
2013-08-28 08:46:00 PST,+142133+0j,+3.47938e+06+1.14543e+06j
2013-08-28 08:47:00 PST,+142133+0j,+3.49427e+06+1.15049e+06j
2013-08-28 08:48:00 PST,+142133+0j,+3.52013e+06+1.15954e+06j
2013-08-28 08:49:00 PST,+142133+0j,+3.54481e+06+1.16799e+06j
2013-08-28 08:50:00 PST,+142133+0j,+3.57169e+06+1.17712e+06j
2013-08-28 08:51:00 PST,+142090+0j,+3.59515e+06+1.18511e+06j
2013-08-28 08:52:00 PST,+142090+0j,+3.59598e+06+1.1855e+06j
2013-08-28 08:53:00 PST,+142090+0j,+3.5794e+06+1.17982e+06j
2013-08-28 08:54:00 PST,+142090+0j,+3.56505e+06+1.1748e+06j
2013-08-28 08:55:00 PST,+142090+0j,+3.54845e+06+1.1691e+06j
2013-08-28 08:56:00 PST,+142077+0j,+3.52929e+06+1.16261e+06j
2013-08-28 08:57:00 PST,+142077+0j,+3.53531e+06+1.1647e+06j
2013-08-28 08:58:00 PST,+142077+0j,+3.56541e+06+1.1749e+06j
2013-08-28 08:59:00 PST,+142077+0j,+3.59329e+06+1.18446e+06j
2013-08-28 09:00:00 PST,+142077+0j,+3.62173e+06+1.1945e+06j
2013-08-28 09:01:00 PST,+141967+0j,+3.64637e+06+1.2029e+06j
2013-08-28 09:02:00 PST,+141967+0j,+3.66016e+06+1.20784e+06j
2013-08-28 09:03:00 PST,+141967+0j,+3.65352e+06+1.20552e+06j
2013-08-28 09:04:00 PST,+141967+0j,+3.64382e+06+1.20203e+06j
2013-08-28 09:05:00 PST,+141967+0j,+3.63719e+06+1.19971e+06j
2013-08-28 09:06:00 PST,+141930+0j,+3.63249e+06+1.19823e+06j
2013-08-28 09:07:00 PST,+141930+0j,+3.62578e+06+1.19589e+06j
2013-08-28 09:08:00 PST,+141930+0j,+3.61599e+06+1.19238e+06j
2013-08-28 09:09:00 PST,+141930+0j,+3.60921e+06+1.19002e+06j
2013-08-28 09:10:00 PST,+141930+0j,+3.60538e+06+1.18888e+06j
2013-08-28 09:11:00 PST,+141953+0j,+3.59925e+06+1.18677e+06j
2013-08-28 09:12:00 PST,+141953+0j,+3.60031e+06+1.187e+06j
2013-08-28 09:13:00 PST,+141953+0j,+3.6167e+06+1.19264e+06j
2013-08-28 09:14:00 PST,+141953+0j,+3.63609e+06+1.19949e+06j
2013-08-28 09:15:00 PST,+141953+0j,+3.65248e+06+1.20516e+06j
2013-08-28 09:16:00 PST,+141855+0j,+3.66294e+06+1.20852e+06j
2013-08-28 09:17:00 PST,+141855+0j,+3.67311e+06+1.21208e+06j
2013-08-28 09:18:00 PST,+141855+0j,+3.68568e+06+1.21714e+06j
2013-08-28 09:19:00 PST,+141855+0j,+3.68846e+06+1.21813e+06j
2013-08-28 09:20:00 PST,+141855+0j,+3.68453e+06+1.21618e+06j
2013-08-28 09:21:00 PST,+141815+0j,+3.68613e+06+1.2167e+06j
2013-08-28 09:22:00 PST,+141815+0j,+3.69185e+06+1.21925e+06j
2013-08-28 09:23:00 PST,+141815+0j,+3.68601e+06+1.21721e+06j
2013-08-28 09:24:00 PST,+141815+0j,+3.67347e+06+1.2123e+06j
2013-08-28 09:25:00 PST,+141815+0j,+3.66765e+06+1.21025e+06j
2013-08-28 09:26:00 PST,+141824+0j,+3.66871e+06+1.21123e+06j
2013-08-28 09:27:00 PST,+141824+0j,+3.68176e+06+1.21581e+06j
2013-08-28 09:28:00 PST,+141824+0j,+3.71361e+06+1.22624e+06j
2013-08-28 09:29:00 PST,+141824+0j,+3.75206e+06+1.23964e+06j
2013-08-28 09:30:00 PST,+141824+0j,+3.79751e+06+1.25615e+06j
2013-08-28 09:31:00 PST,+141557+0j,+3.82823e+06+1.2667e+06j
2013-08-28 09:32:00 PST,+141557+0j,+3.84293e+06+1.27237e+06j
2013-08-28 09:33:00 PST,+141557+0j,+3.81251e+06+1.26168e+06j
2013-08-28 09:34:00 PST,+141557+0j,+3.77802e+06+1.24909e+06j
2013-08-28 09:35:00 PST,+141557+0j,+3.7476e+06+1.23843e+06j
2013-08-28 09:36:00 PST,+141535+0j,+3.71659e+06+1.2276e+06j
2013-08-28 09:37:00 PST,+141535+0j,+3.69576e+06+1.22034e+06j
2013-08-28 09:38:00 PST,+141535+0j,+3.68948e+06+1.21814e+06j
2013-08-28 09:39:00 PST,+141535+0j,+3.67961e+06+1.21428e+06j
2013-08-28 09:40:00 PST,+141535+0j,+3.67358e+06+1.21218e+06j
2013-08-28 09:41:00 PST,+141595+0j,+3.67286e+06+1.21242e+06j
2013-08-28 09:42:00 PST,+141595+0j,+3.68268e+06+1.21583e+06j
2013-08-28 09:43:00 PST,+141595+0j,+3.71475e+06+1.22654e+06j
2013-08-28 09:44:00 PST,+141595+0j,+3.75059e+06+1.23905e+06j
2013-08-28 09:45:00 PST,+141595+0j,+3.79016e+06+1.25336e+06j
2013-08-28 09:46:00 PST,+141404+0j,+3.81973e+06+1.26358e+06j
2013-08-28 09:47:00 PST,+141404+0j,+3.86853e+06+1.28149e+06j
2013-08-28 09:48:00 PST,+141404+0j,+3.85253e+06+1.27509e+06j
2013-08-28 09:49:00 PST,+141404+0j,+3.84724e+06+1.2732e+06j
2013-08-28 09:50:00 PST,+141404+0j,+3.84609e+06+1.27331e+06j
2013-08-28 09:51:00 PST,+141343+0j,+3.83881e+06+1.2707e+06j
2013-08-28 09:52:00 PST,+141343+0j,+3.83851e+06+1.27011e+06j
2013-08-28 09:53:00 PST,+141343+0j,+3.85889e+06+1.27726e+06j
2013-08-28 09:54:00 PST,+141343+0j,+3.88677e+06+1.28771e+06j
2013-08-28 09:55:00 PST,+141343+0j,+3.90718e+06+1.29493e+06j
2013-08-28 09:56:00 PST,+141317+0j,+3.92257e+06+1.29987e+06j
2013-08-28 09:57:00 PST,+141317+0j,+3.92779e+06+1.30174e+06j
2013-08-28 09:58:00 PST,+141317+0j,+3.90801e+06+1.29521e+06j
2013-08-28 09:59:00 PST,+141317+0j,+3.88402e+06+1.28675e+06j
2013-08-28 10:00:00 PST,+141317+0j,+3.85597e+06+1.27639e+06j
2013-08-28 10:01:00 PST,+141135+0j,+3.82626e+06+1.2658e+06j
2013-08-28 10:02:00 PST,+141135+0j,+3.81947e+06+1.26387e+06j
2013-08-28 10:03:00 PST,+141135+0j,+3.83583e+06+1.26962e+06j
2013-08-28 10:04:00 PST,+141135+0j,+3.84814e+06+1.27349e+06j
2013-08-28 10:05:00 PST,+141135+0j,+3.86445e+06+1.27922e+06j
2013-08-28 10:06:00 PST,+141153+0j,+3.8854e+06+1.28709e+06j
2013-08-28 10:07:00 PST,+141153+0j,+3.89318e+06+1.28989e+06j
2013-08-28 10:08:00 PST,+141153+0j,+3.87825e+06+1.28412e+06j
2013-08-28 10:09:00 PST,+141153+0j,+3.86743e+06+1.28024e+06j
2013-08-28 10:10:00 PST,+141153+0j,+3.86061e+06+1.27835e+06j
2013-08-28 10:11:00 PST,+141133+0j,+3.8491e+06+1.27425e+06j
2013-08-28 10:12:00 PST,+141133+0j,+3.84853e+06+1.27363e+06j
2013-08-28 10:13:00 PST,+141133+0j,+3.88544e+06+1.28661e+06j
2013-08-28 10:14:00 PST,+141133+0j,+3.92646e+06+1.30162e+06j
2013-08-28 10:15:00 PST,+141133+0j,+3.97031e+06+1.31745e+06j
2013-08-28 10:16:00 PST,+140777+0j,+3.99514e+06+1.32609e+06j
2013-08-28 10:17:00 PST,+140777+0j,+4.00953e+06+1.33114e+06j
2013-08-28 10:18:00 PST,+140777+0j,+3.98472e+06+1.32279e+06j
2013-08-28 10:19:00 PST,+140777+0j,+3.95894e+06+1.31372e+06j
2013-08-28 10:20:00 PST,+140777+0j,+3.92549e+06+1.30135e+06j
2013-08-28 10:21:00 PST,+140752+0j,+3.8887e+06+1.288e+06j
2013-08-28 10:22:00 PST,+140752+0j,+3.88163e+06+1.28597e+06j
2013-08-28 10:23:00 PST,+140752+0j,+3.92557e+06+1.30182e+06j
2013-08-28 10:24:00 PST,+140752+0j,+3.9585e+06+1.31304e+06j
2013-08-28 10:25:00 PST,+140752+0j,+3.98847e+06+1.32344e+06j
2013-08-28 10:26:00 PST,+140748+0j,+4.02957e+06+1.33867e+06j
2013-08-28 10:27:00 PST,+140748+0j,+4.05282e+06+1.34727e+06j
2013-08-28 10:28:00 PST,+140748+0j,+4.00853e+06+1.33141e+06j
2013-08-28 10:29:00 PST,+140748+0j,+3.96076e+06+1.31425e+06j
2013-08-28 10:30:00 PST,+140748+0j,+3.91223e+06+1.29648e+06j
2013-08-28 10:31:00 PST,+140556+0j,+3.86496e+06+1.27976e+06j
2013-08-28 10:32:00 PST,+140556+0j,+3.84721e+06+1.27395e+06j
2013-08-28 10:33:00 PST,+140556+0j,+3.89231e+06+1.28977e+06j
2013-08-28 10:34:00 PST,+140556+0j,+3.93634e+06+1.30492e+06j
2013-08-28 10:35:00 PST,+140556+0j,+3.98784e+06+1.32338e+06j
2013-08-28 10:36:00 PST,+140561+0j,+4.0404e+06+1.34274e+06j
2013-08-28 10:37:00 PST,+140561+0j,+4.08386e+06+1.35851e+06j
2013-08-28 10:38:00 PST,+140561+0j,+4.09641e+06+1.36303e+06j
2013-08-28 10:39:00 PST,+140561+0j,+4.10896e+06+1.36792e+06j
2013-08-28 10:40:00 PST,+140561+0j,+4.12078e+06+1.37221e+06j
2013-08-28 10:41:00 PST,+140447+0j,+3.92009e+06+1.33393e+06j
2013-08-28 10:42:00 PST,+140447+0j,+3.95735e+06+1.34787e+06j
2013-08-28 10:43:00 PST,+140447+0j,+3.93395e+06+1.33914e+06j
2013-08-28 10:44:00 PST,+140447+0j,+3.91544e+06+1.33268e+06j
2013-08-28 10:45:00 PST,+140447+0j,+3.88498e+06+1.32119e+06j
2013-08-28 10:46:00 PST,+140226+0j,+3.85875e+06+1.31184e+06j
2013-08-28 10:47:00 PST,+140226+0j,+3.84395e+06+1.30647e+06j
2013-08-28 10:48:00 PST,+140226+0j,+3.84788e+06+1.30785e+06j
2013-08-28 10:49:00 PST,+140226+0j,+3.84808e+06+1.30768e+06j
2013-08-28 10:50:00 PST,+140226+0j,+3.85202e+06+1.30906e+06j
2013-08-28 10:51:00 PST,+140262+0j,+3.86101e+06+1.31243e+06j
2013-08-28 10:52:00 PST,+140262+0j,+3.8666e+06+1.3144e+06j
2013-08-28 10:53:00 PST,+140262+0j,+3.87552e+06+1.31725e+06j
2013-08-28 10:54:00 PST,+140262+0j,+3.88819e+06+1.32172e+06j
2013-08-28 10:55:00 PST,+140262+0j,+3.90472e+06+1.32765e+06j
2013-08-28 10:56:00 PST,+140237+0j,+3.91649e+06+1.3318e+06j
2013-08-28 10:57:00 PST,+140237+0j,+3.92667e+06+1.33534e+06j
2013-08-28 10:58:00 PST,+140237+0j,+3.93319e+06+1.33821e+06j
2013-08-28 10:59:00 PST,+140237+0j,+3.93142e+06+1.33758e+06j
2013-08-28 11:00:00 PST,+140237+0j,+3.9214e+06+1.33344e+06j
2013-08-28 11:01:00 PST,+140096+0j,+3.91454e+06+1.33091e+06j
2013-08-28 11:02:00 PST,+140096+0j,+3.92165e+06+1.33404e+06j
2013-08-28 11:03:00 PST,+140096+0j,+3.924e+06+1.33486e+06j
2013-08-28 11:04:00 PST,+140096+0j,+3.91811e+06+1.33216e+06j
2013-08-28 11:05:00 PST,+140096+0j,+3.92044e+06+1.33299e+06j
2013-08-28 11:06:00 PST,+140088+0j,+3.93463e+06+1.3388e+06j
2013-08-28 11:07:00 PST,+140088+0j,+3.9352e+06+1.33899e+06j
2013-08-28 11:08:00 PST,+140088+0j,+3.91322e+06+1.33044e+06j
2013-08-28 11:09:00 PST,+140088+0j,+3.90339e+06+1.32697e+06j
2013-08-28 11:10:00 PST,+140088+0j,+3.90169e+06+1.32706e+06j
2013-08-28 11:11:00 PST,+140094+0j,+3.89206e+06+1.32365e+06j
2013-08-28 11:12:00 PST,+140094+0j,+3.87907e+06+1.31854e+06j
2013-08-28 11:13:00 PST,+140094+0j,+3.90696e+06+1.32826e+06j
2013-08-28 11:14:00 PST,+140094+0j,+3.94312e+06+1.34154e+06j
2013-08-28 11:15:00 PST,+140094+0j,+3.97105e+06+1.35133e+06j
2013-08-28 11:16:00 PST,+139836+0j,+3.98486e+06+1.35554e+06j
2013-08-28 11:17:00 PST,+139836+0j,+4.0123e+06+1.36523e+06j
2013-08-28 11:18:00 PST,+139836+0j,+4.04238e+06+1.37628e+06j
2013-08-28 11:19:00 PST,+139836+0j,+4.06791e+06+1.38531e+06j
2013-08-28 11:20:00 PST,+139836+0j,+4.09858e+06+1.39673e+06j
2013-08-28 11:21:00 PST,+139746+0j,+3.91907e+06+1.38807e+06j
2013-08-28 11:22:00 PST,+139746+0j,+3.9309e+06+1.39163e+06j
2013-08-28 11:23:00 PST,+139746+0j,+3.91642e+06+1.38686e+06j
2013-08-28 11:24:00 PST,+139746+0j,+3.89276e+06+1.37802e+06j
2013-08-28 11:25:00 PST,+139746+0j,+3.87821e+06+1.37323e+06j
2013-08-28 11:26:00 PST,+139767+0j,+3.86523e+06+1.3692e+06j
2013-08-28 11:27:00 PST,+139767+0j,+3.84486e+06+1.36174e+06j
2013-08-28 11:28:00 PST,+139767+0j,+3.84824e+06+1.36242e+06j
2013-08-28 11:29:00 PST,+139767+0j,+3.86057e+06+1.36705e+06j
2013-08-28 11:30:00 PST,+139767+0j,+3.87375e+06+1.37217e+06j
2013-08-28 11:31:00 PST,+139476+0j,+3.8667e+06+1.3691e+06j
2013-08-28 11:32:00 PST,+139476+0j,+3.90232e+06+1.38198e+06j
2013-08-28 11:33:00 PST,+139476+0j,+3.88968e+06+1.37743e+06j
2013-08-28 11:34:00 PST,+139476+0j,+3.87601e+06+1.37214e+06j
2013-08-28 11:35:00 PST,+139476+0j,+3.87116e+06+1.37053e+06j
2013-08-28 11:36:00 PST,+139467+0j,+3.86698e+06+1.36956e+06j
2013-08-28 11:37:00 PST,+139467+0j,+3.85455e+06+1.36513e+06j
2013-08-28 11:38:00 PST,+139467+0j,+3.84384e+06+1.36089e+06j
2013-08-28 11:39:00 PST,+139467+0j,+3.84184e+06+1.36028e+06j
2013-08-28 11:40:00 PST,+139467+0j,+3.84086e+06+1.36044e+06j
2013-08-28 11:41:00 PST,+139483+0j,+3.82778e+06+1.3555e+06j
2013-08-28 11:42:00 PST,+139483+0j,+3.81909e+06+1.35198e+06j
2013-08-28 11:43:00 PST,+139483+0j,+3.86168e+06+1.36721e+06j
2013-08-28 11:44:00 PST,+139483+0j,+3.90136e+06+1.3816e+06j
2013-08-28 11:45:00 PST,+139483+0j,+3.93211e+06+1.39232e+06j
2013-08-28 11:46:00 PST,+139240+0j,+3.95198e+06+1.39857e+06j
2013-08-28 11:47:00 PST,+139240+0j,+3.98925e+06+1.41182e+06j
2013-08-28 11:48:00 PST,+139240+0j,+3.99968e+06+1.41637e+06j
2013-08-28 11:49:00 PST,+139240+0j,+3.9966e+06+1.4152e+06j
2013-08-28 11:50:00 PST,+139240+0j,+3.99841e+06+1.41606e+06j
2013-08-28 11:51:00 PST,+139164+0j,+4.00036e+06+1.41675e+06j
2013-08-28 11:52:00 PST,+139164+0j,+4.00058e+06+1.41661e+06j
2013-08-28 11:53:00 PST,+139164+0j,+4.00182e+06+1.41699e+06j
2013-08-28 11:54:00 PST,+139164+0j,+4.00796e+06+1.41939e+06j
2013-08-28 11:55:00 PST,+139164+0j,+4.01736e+06+1.42278e+06j
2013-08-28 11:56:00 PST,+139154+0j,+3.8173e+06+1.39934e+06j
2013-08-28 11:57:00 PST,+139154+0j,+3.81831e+06+1.39959e+06j
2013-08-28 11:58:00 PST,+139154+0j,+3.80483e+06+1.39532e+06j
2013-08-28 11:59:00 PST,+139154+0j,+3.79058e+06+1.39035e+06j
2013-08-28 12:00:00 PST,+139154+0j,+3.77711e+06+1.3861e+06j
2013-08-28 12:01:00 PST,+138954+0j,+3.75485e+06+1.37812e+06j
2013-08-28 12:02:00 PST,+138954+0j,+3.7364e+06+1.37153e+06j
2013-08-28 12:03:00 PST,+138954+0j,+3.76437e+06+1.38188e+06j
2013-08-28 12:04:00 PST,+138954+0j,+3.79185e+06+1.39163e+06j
2013-08-28 12:05:00 PST,+138954+0j,+3.80988e+06+1.39728e+06j
